unique_id,mass,x_pos,y_pos,z_pos,vel_x,vel_y,vel_z,frame,dt
89,9.452991510822207e+29,620698747568.0902,857008843497.8777,777433871750.9923,211975.69544444108,300269.9382139418,278278.70779290877,0,10000
90,1.477298204222275e+29,602557691872.8856,656340369592.6715,669627153267.2246,199168.9007053582,223958.53432288425,212067.09678484182,0,10000
91,5.1068916138672014e+29,749347308463.31,612630210476.633,987393745038.9702,244278.40652369394,251907.92682974212,276671.0398698311,0,10000
92,7.767842032901597e+29,983679466138.2181,836901664801.5474,753501649545.3943,202518.9480993252,267647.64917605347,292655.8751400234,0,10000
93,1.8150096835230238e+26,741546874146.2089,694846816626.3989,998646095642.6456,258723.74379871448,214979.61969633758,169189.93511644466,0,10000
94,2.193544754902683e+21,666656987572.0537,906964900552.6832,485708404953.2241,243513.084717382,250327.3712888819,222441.37583280457,0,10000
95,2.3929528869702194e+29,774097857005.4818,799213950581.8265,720830840636.9021,262879.0874680572,236275.1107354805,307279.76599295205,0,10000
96,4.80746065395246e+29,1028882971575.7946,783718868371.5361,734849011387.9884,353061.44861036557,280132.78489673836,224873.09621792083,0,10000
97,2.1362729035346594e+24,723838943892.8629,908054521992.408,810988566080.2341,219785.542989023,278297.568924537,232083.85745532915,0,10000
98,7.66235567760768e+27,508195649234.1819,649487808217.636,586389156653.1481,252489.15617526,259030.2212445283,206263.27642166064,0,10000
99,5.59266778436115e+27,691504451954.6935,560920940112.558,772776097869.6688,296311.0123013873,275117.14830390987,250046.54133228093,0,10000
0,9.439228257977342e+28,708295284880.0879,721531725412.2976,704409823352.6632,343455.212501546,355348.66426171677,209620.36724397718,1,10000
1,1.5041329853841822e+27,718251409770.7229,792222281891.7697,979349386950.4186,236109.42028927483,245286.94546784984,296916.3037002194,1,10000
2,1.657856349229949e+28,898544621434.0844,553878430276.1821,631994455528.3455,210234.20796564315,265396.4422559435,312679.17576497485,1,10000
3,1.242980143794166e+29,894731122147.9513,928689152094.3969,794564124055.859,223936.99303739317,240296.70116633023,240130.1474140015,1,10000
